Project Name,Test Function,Smell Type
vradarserver@vrs,AuthenticationConfigurationTests<>AuthenticationConfiguration_RemoveAdministratorPath_Adds_Trailing_Slash,MagicNumber
vradarserver@vrs,AircraftTypeTests<>AircraftType_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
Innoactive@Creator,ModeParameterTests<>DefaultValueIsSetAfterReset,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestMengerCurvatureNonDegenerate,MagicNumber
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_04_UnregisterMixedRealityDataProvidersByType,MagicNumber
vradarserver@vrs,MergedFeedListenerTests<>MergedFeedListener_ChangeSource_Throws_Exception,MagicNumber
virtuallynaked@virtually-naked,BinnerTest<>TestCount,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>WaitForCorpus,MagicNumber
willychang21@MapboxARGame,SQLiteCacheTest<>InsertSameTileNoOverwrite,MagicNumber
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldDecreaseSpeed,MagicNumber
iamtomhewitt@jet-dash-vr,AchievementTests<>ShouldProgressAchievement,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_ChangeSource_Resets_TotalBadMessages_Counter,MagicNumber
tterpi@VRSketchingGeometry,RibbonSketchObjectTest<>AddControlPointAndRotationContinuousCommand,MagicNumber
virtuallynaked@virtually-naked,CollisionTreeTest<>TestCollisionTree,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_RegisterCache_Throws_If_Cache_Is_Null,MagicNumber
willychang21@MapboxARGame,AngleSmoothingTest<>Average,MagicNumber
icosa-gallery@open-brush,FbxImporterTest<>TestBasics,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Automatically_Assigns_UniqueId_To_Old_RebroadcastServer_Settings,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_DeleteSystemEvents_Does_Nothing_If_File_Does_Not_Exist,MagicNumber
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestAddWord,MagicNumber
vradarserver@vrs,AircraftListJsonMessageConverterTests<>AircraftListJsonMessageConverter_Deals_Correctly_With_Altitude_Types_From_Current_Versions_Of_VRS,MagicNumber
ExtendRealityLtd@Zinnia.Unity,AnimatorParameterMutatorTest<>FloatValueInactiveGameObject,MagicNumber
vradarserver@vrs,StringDeduplicatorTests<>StringDeduplicator_DeduplicateList_Removes_Duplicates,MagicNumber
ExtendRealityLtd@Zinnia.Unity,AnimatorParameterMutatorTest<>FloatValueNoAnimator,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ScrollRectTests<>SettingScrollbarShouldRemoveThenAddListeners,MagicNumber
kurotu@VRCQuestTools,AvatarDynamicsTests<>TestEditorOnly_WithNewPB,MagicNumber
vradarserver@vrs,JsonExample<>Responder_SendBinary_Copies_Binary_To_Response_Correctly,MagicNumber
watson-developer-cloud@unity-sdk,LanguageTranslatorServiceUnitTests<>TestCoverage,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateSession_Does_Nothing_If_File_Does_Not_Exist,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorTests<>SelectLeft_ExpandSelectionToPreviousCodePoint,MagicNumber
vimeo@vimeo-unity-sdk,VideoChunkTest<>UploadError_Retries_Three_Times_And_Errors,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestDeleteLanguageModel,MagicNumber
vradarserver@vrs,Sbs3MessageBytesExtractorTests<>Sbs3MessageBytesExtractor_ExtractMessageBytes_Does_Not_Perpetually_Grow,MagicNumber
vradarserver@vrs,NotPlugin<>PluginManager_LoadPlugins_Looks_In_Correct_Folder_For_Plugins,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_Connect_Hooks_Correct_Client_Events,MagicNumber
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestListCredentials,MagicNumber
vradarserver@vrs,TextContentTests<>TextContent_Load_Disposes_Of_Stream_By_Default,MagicNumber
vradarserver@vrs,AircraftTests<>Aircraft_UpdateCoordinates_Resets_Coordinates_If_Aircraft_Looks_To_Be_Moving_Impossibly_Quickly,MagicNumber
BIVROST@360PlayerWindows,MOTDTest<>TestPopupDeserialization,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestEllipsoidInOctant_Eberly,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ScrollBarTests<>ScrollBarSetValueWithoutNotifyWillNotNotify,MagicNumber
ExtendRealityLtd@Zinnia.Unity,CountdownTimerTest<>PauseResumeTimer,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_ConfigurationChanged_Disposes_Of_Server_If_Listener_Goes_Away,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_FileExists_Does_Not_Test_Empty_FileName,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Down,MagicNumber
vradarserver@vrs,PolarPlotterTests<>PolarPlotter_AddCheckedCoordinate_Records_Plot_Correctly,MagicNumber
UMI3D@UMI3D-SDK,BindingManager_Test<>RemoveAllBindings_Multibinding,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatToNormalizedFloatTest<>TransformWithinBounds,MagicNumber
vradarserver@vrs,MergedFeedListenerTests<>MergedFeedListener_Dispose_Does_Not_Dispose_Listeners,MagicNumber
hotbreakb@Capstone_Design,LeapCTests<>TestNow,MagicNumber
tterpi@VRSketchingGeometry,RibbonSerializationTest<>ApplyData_ControlPoints,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Honours_Offset_And_Length_When_Translating_Extracted_Bytes_To_Port30003_Message_Strings_For_Translation,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestListModels,MagicNumber
augcog@ISAACS_Interface,MapMatcherTest<>OverviewSimplified,MagicNumber
dioram@Elektronik,CollisionCloudTests<>Update,MagicNumber
A11YTK@A11YTK,SRTTest<>ParseTimeFromContentString,MagicNumber
vradarserver@vrs,PluginsPresenterTests<>PluginsPresenter_Initialise_Shows_All_Loaded_Plugins,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestAddGrammar,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatToIntegerTest<>TransformCeil,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Does_Not_Save_To_Disabled_Caches,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Refreshes_Aircraft_After_Four_Weeks,MagicNumber
vimeo@vimeo-unity-sdk,VideoChunkTest<>GetBytesUploaded_Returns_Uploaded_Bytes_When_Uploading,MagicNumber
dioram@Elektronik-Tools-2.0,ImagePresentersTests<>ConstructRawImagePresenter,MagicNumber
vradarserver@vrs,DirectoryEntryControllerTests<>DirectoryEntryController_GetDirectoryEntry_Does_Not_Include_Visible_Feeds_With_No_Aircraft_List,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Passes_ModeS_Messages_To_ModeS_Message_Translators,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Returns_Aircraft_List,MagicNumber
augcog@ISAACS_Interface,PolylineUtilsTest<>TestDecode,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Passes_True_IgnoreInvisibleFeeds_Parameter_To_FeedManager_When_Fetching_Source_Feed,MagicNumber
CrispthoAlex@holbertonschool-unity,TestHistoryWindow<>CollabHistoryPresenter_OnUpdatePage__ChangesTotalIsCalculated,MagicNumber
vradarserver@vrs,ServerConfigJsonTests<>ServerConfigJson_ToModel_Copies_Visible_Receiver_Details,MagicNumber
tterpi@VRSketchingGeometry,GroupSerializationTest<>GetData_ChildGroup,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector3AsPoint,MagicNumber
UMI3D@UMI3D-SDK,PoseSubskeleton_Test<>GetPose_NoPoseSet,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>BaseStationDatabase_GetManyAircraftByCode_Returns_Empty_Collection_If_File_Not_Configured,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Does_Not_Transmit_ExtendedBaseStation_Messages_When_Offline,MagicNumber
vradarserver@vrs,AirportDataThumbnailsJsonTests<>AirportDataThumbnailsJson_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Dispose_Does_Not_Dispose_Of_Unmanaged_Caches,MagicNumber
willychang21@MapboxARGame,MapMatcherTest<>OverviewSimplified,MagicNumber
dioram@Elektronik,DataRecorderSubscription<>SubscribeTrackedCloudContainer,MagicNumber
vradarserver@vrs,ConfigurationTests<>Configuration_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
tterpi@VRSketchingGeometry,LineSketchObjectCommandsTest<>AddMultipleControlPointsWithCommandRedo,MagicNumber
vradarserver@vrs,StatisticsTests<>Statistics_Initialise_Initialises_To_Known_State_And_Properties_Work,MagicNumber
watson-developer-cloud@unity-sdk,LanguageTranslatorServiceUnitTests<>TestListIdentifiableLanguages,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_Initialise_Does_Not_Create_Servers_For_Settings_That_Are_Disabled,MagicNumber
vradarserver@vrs,StandingDataManagerTests<>StandingDataManager_FindAircraftType_Can_Find_By_Type_Code_With_Multiple_Models,MagicNumber
vradarserver@vrs,CompactPositionReportingTests<>CompactPositionReporting_GlobalDecode_Calculates_Correct_Position_For_Internet_Example_1,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateSession_Works_For_Different_Cultures,MagicNumber
ExtendRealityLtd@Zinnia.Unity,Vector3MagnitudeSetterTest<>SetVectorMagnitude,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_TargetStateAndStatus_Fills_Target_Heading_For_ADSB_2_Messages,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActiveCollisionRegisteredConsumerContainerExtendedMock<>RegisterInactiveGameObject,MagicNumber
vradarserver@vrs,BaseStationAircraftListTests<>BaseStationAircraftList_Count_Reflects_Number_Of_Aircraft_Being_Tracked,MagicNumber
vradarserver@vrs,AircraftControllerTests<>AircraftController_GetAddcThumbnails_Returned_AirportDataApi_Json,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Searches_Higher_Priority_Caches_Before_Lower,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Magnitude_Squared,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Forward,MagicNumber
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheChanged_Raised_If_Cache_Cleared,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,VerticalLayoutGroupTests<>TestCalculateLayoutVerticalReversed,MagicNumber
vimeo@vimeo-unity-sdk,VimeoUploaderTest<>CreateChunks_Makes_Multiple_Chunks,MagicNumber
ExtendRealityLtd@Zinnia.Unity,BooleanToFloatTest<>TransformFalse,MagicNumber
vradarserver@vrs,PluginSettingsTests<>PluginSettings_Read_Write_String_Works,MagicNumber
vradarserver@vrs,TestProvider<>InstallerSettingsStorage_Returns_Default_Object_If_Configuration_File_Missing,MagicNumber
icosa-gallery@open-brush,TestColorPicker<>HslHsvHsl,MagicNumber
vradarserver@vrs,PluginSettingsTests<>PluginSettings_Read_Write_Int_Works,MagicNumber
virtuallynaked@virtually-naked,ChannelEvaluatorTest<>TestPushChannel,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Ignores_DF18CF1_If_AssumeDF18CF1IsIcao_Clear,MagicNumber
vradarserver@vrs,ObservableClass<>ListBindingList_ListChanged_Not_Raised_If_Observable_Object_Changes_After_Remove,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Extracts_Track_From_Adsb_Airborne_Velocity_Messages,MagicNumber
dioram@Elektronik,ContainerTreeTests<>Clear,MagicNumber
vradarserver@vrs,AircraftComparerTests<>AircraftComparer_Compare_Copes_When_Comparing_Distances_For_Unknown_Browser_Location,MagicNumber
willychang21@MapboxARGame,line<>FixturesLoaded,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Looks_Up_Missing_Aircraft_But_Not_Found_Aircraft,MagicNumber
stefaanvermassen@virtual-museum-app,WalkingTests<>PlayerCharacter_SwitchActiveCamera_CameraSwitched,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_GetPolarPlot_Returns_Object,MagicNumber
ExtendRealityLtd@Zinnia.Unity,PhysicsCastTest<>CustomBoxCastAll,MagicNumber
dioram@Elektronik-Tools-2.0,DataRecorderSubscription<>SubscribePointCloudContainer,MagicNumber
UMI3D@UMI3D-SDK,AbstractSkeleton_Test<>AddSusbskeleton_AnimatedSusbskeleton,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActionRegistrarTest<>RegisterOnEnable,MagicNumber
vradarserver@vrs,HashTests<>Hash_String_Creates_Latest_Hash,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Creates_Initial_Receiver_If_None_Exists,MagicNumber
vradarserver@vrs,StringDeduplicatorTests<>StringDeduplicator_DeduplicateList_Ignores_Null_Lists,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableListMock<>RemoveLast,MagicNumber
vimeo@vimeo-unity-sdk,VideoChunkTest<>Reads_Bytes_From_File,MagicNumber
vradarserver@vrs,AircraftOnlineLookupTests<>AircraftOnlineLookup_Lookup_AircraftFetched_Raised_When_Icaos_Are_Missing,MagicNumber
vradarserver@vrs,AircraftTests<>Aircraft_UpdateCoordinates_Updates_Coordinate_Times,MagicNumber
vradarserver@vrs,BitStreamTests<>BitStream_LengthRemaining_Returns_Zero_If_Called_After_Stream_Has_Been_Depleted,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Returns_Default_Aircraft_List_V2_GET,MagicNumber
icosa-gallery@open-brush,TestRingBuffer<>TestDequeue,MagicNumber
vradarserver@vrs,AuthenticationConfigurationTests<>AuthenticationConfiguration_RemoveAdministratorPath_Adds_Leading_Slash,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatObservablePropertyTest<>DontEmitEventsOnDisabledComponent,MagicNumber
vradarserver@vrs,ConnectionLoggerTests<>ConnectionLogger_Start_Establishes_New_Session_For_Each_IPAddress_And_Name,MagicNumber
vradarserver@vrs,JsonExample<>Responser_SendImage_Throws_If_Image_Is_Null,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_DistanceTo,MagicNumber
A11YTK@A11YTK,CustomExtensionsTest<>ChunkListWithPatternDelimiterFromList,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorBackspaceDelete<>TextEditorWithUTF16_RightCursorOnBackspaceAndRightSurrogate_RemovesBothSurrogates,MagicNumber
kurotu@VRCQuestTools,AvatarDynamicsTests<>TestVRCSDK_Basic,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Dispose_Does_Not_Dispose_Of_Listener,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Raises_AircraftFetched_After_Updating_Cache,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetSystemEvents_Returns_Empty_List_If_File_Not_Configured,MagicNumber
vradarserver@vrs,ResponseSentEventArgsTests<>ResponseSentEventArgs_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSession_Does_Nothing_If_File_Not_Configured,MagicNumber
tterpi@VRSketchingGeometry,RibbonSketchObjectTest<>DeleteControlPointAndRotationCommandRedo,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateSystemEvents_Does_Nothing_If_File_Does_Not_Exist,MagicNumber
icosa-gallery@open-brush,TestRingBuffer<>TestEnumerators,MagicNumber
vradarserver@vrs,EventHelperTests<>Raise_Exception_Thrown_In_ExceptionCallback_Exposed_As_EventHandlerException,MagicNumber
ExtendRealityLtd@Zinnia.Unity,TimeSpanToFloatTest<>TransformTotalSeconds,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Does_Not_Convert_User_If_User_Already_Converted,MagicNumber
ExtendRealityLtd@Zinnia.Unity,Vector3ToFloatTest<>TransformExtractX,MagicNumber
ExtendRealityLtd@Zinnia.Unity,IntEventProxyEmitterTest<>ReceiveWithRuleRestrictions,MagicNumber
vradarserver@vrs,StreamHelperTests<>StreamHelper_CopyStream_Returns_The_Total_Number_Of_Bytes_Read,MagicNumber
XRTK@com.xrtk.core,TestFixture_02_InteractionDefinitionTests<>Test_08_Processors_TestGetProcessorsOfGenericTypes,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestAddAudio,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableCounterTest<>IncreaseCountInactiveComponent,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectSourceTargetProcessorMock<>SetSourceAtCurrentIndex,MagicNumber
ExtendRealityLtd@Zinnia.Unity,BooleanToFloatTest<>TransformTrueCustomValue,MagicNumber
addyi@SoftwareCity,OverviewElementsTest<>ClearListTest,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActionRegistrarTest<>RegisterSpecific,MagicNumber
kurotu@VRCQuestTools,AvatarDynamicsTests<>TestVRCSDK_ChildOfEditorOnly_WithNewPB,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_Connect_Raises_ConnectionStatusChanged,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Honours_Offset_And_Length_When_Translating_Compressed_Bytes,MagicNumber
vradarserver@vrs,AuthenticationConfigurationTests<>AuthenticationConfiguration_GetAdministratorPaths_Is_Initially_Empty,MagicNumber
vradarserver@vrs,BitStreamTests<>BitStream_LengthRemaining_Returns_Zero_If_Called_Before_Initialise,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Passes_False_IgnoreInvisibleFeeds_Parameter_When_Falling_Back_To_Default,MagicNumber
vradarserver@vrs,PluginTests<>Plugin_Startup_Sets_Correct_Status_If_ReceiverId_Not_Specified,MagicNumber
icosa-gallery@open-brush,TestListExtensions<>TestSetCountHigher,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatRangeTest<>ConstructFromIntRange,MagicNumber
immersivecognition@unity-experiment-framework,TestSettings<>GetSetSettings,MagicNumber
willychang21@MapboxARGame,ProbeExtractorCsTest<>ExtractFootTrace,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableCounterTest<>DecreaseCount,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector4AsZDistance,MagicNumber
kurotu@VRCQuestTools,AssetUtilityTests<>LoadUncompressedPng,MagicNumber
vradarserver@vrs,ObservableClass<>NotifyList_ListChanged_Not_Raised_If_Observable_Object_Changes_After_Clear,MagicNumber
willychang21@MapboxARGame,Vector2dBoundsTest<>World,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestDeleteAcousticModel,MagicNumber
vradarserver@vrs,ExpiringListTests<>ExpiringList_Will_Expire_Items_After_ExpireMilliseconds_Has_Passed,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestListGrammars,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatObservablePropertyTest<>SetDataInDisabledDontEmitWhenReenabled,MagicNumber
vradarserver@vrs,JsonExample<>Responder_SendImage_Fills_Response_Correctly_For_Png_Images,MagicNumber
immersivecognition@unity-experiment-framework,TestBuildingFromCSV<>BuildTableFromCSV,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_ChangeSource_Does_Not_Dispose_Of_Existing_Connector_If_It_Has_Not_Changed,MagicNumber
kurotu@VRCQuestTools,AXCSMaterialTests<>EmissiveFreak,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector4AsPoint,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>DeleteSegmentCommand,MagicNumber
augcog@ISAACS_Interface,MapMatcherTest<>OverviewFull,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,SimpleCounter<>UnityEvent_InvokeCallsListenerOnce,MagicNumber
vradarserver@vrs,SimpleAircraftListTests<>SimpleAircraftList_Count_Returns_Count_Of_Aircraft,MagicNumber
tterpi@VRSketchingGeometry,GroupSerializationTest<>GetData_MultipleChildSketchObjects,MagicNumber
UMI3D@UMI3D-SDK,LoggerTest<>CollectingLoggerTest,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Writes_Correct_Info_Record_In_Different_Cultures,MagicNumber
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,TestEnumerator<>IndexOfTests,MagicNumber
virtuallynaked@virtually-naked,SwingTest<>TestApplyDeltaEdgeCases,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetLocations_Returns_Empty_List_If_File_Not_Configured,MagicNumber
vradarserver@vrs,TestProvider<>InstallerSettingsStorage_Loads_Settings_From_Configuration_File,MagicNumber
XRTK@com.xrtk.core,TestFixture_03_InputSystemTests<>Test01_CreateMixedRealityInputSystem,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMeanFinderTest<>TransformInactiveComponent,MagicNumber
vradarserver@vrs,AircraftListJsonMessageConverterTests<>AircraftListJsonMessageConverter_Creates_Messages_That_BaseStationMessageCompressor_Can_RoundTrip,MagicNumber
UMI3D@UMI3D-SDK,PoseSubskeleton_Test<>StopPose_Null,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_AircraftListJson_Passes_Correct_Arguments_To_AircraftListJsonBuilder,MagicNumber
vradarserver@vrs,MergedFeedListenerTests<>MergedFeedListener_SetListener_Not_Interferred_With_By_Background_ICAO_Cleanup,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_EstablishSession_Writes_Multiple_Sessions_For_Same_IP_Address,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetAircraftById_Returns_Null_If_Aircraft_Does_Not_Exist,MagicNumber
realitycollective@com.realitytoolkit.core,TestFixture_02_InteractionDefinitionTests<>Test_03_01_InitializedFloatData,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Does_Nothing_If_FileName_Is_Null,MagicNumber
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_05_02_02_UnregisterMixedRealityExtensionServiceByTypeAndName,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetManyAircraftAndFlightsCountByCode_Returns_Empty_Collection_If_Aircraft_Does_Not_Exist,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabaseTests_Dispose_Prevents_Reopening_Of_Connection,MagicNumber
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheChanged_Raised_When_Folder_Set,MagicNumber
dioram@Elektronik,ContainersTests<>TreeTest,MagicNumber
icosa-gallery@open-brush,FbxCameraTest<>TestProperties,MagicNumber
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeMipmapDimensions_B_CorrectResults,MagicNumber
tterpi@VRSketchingGeometry,PatchSerializationTest<>GetData_ControlPoints,MagicNumber
UMI3D@UMI3D-SDK,TrackedSubskeleton_Test<>GetPose_NoTrackedSkeletonBoneController_NoDistantController,MagicNumber
vradarserver@vrs,ImageServerTests<>ImageServer_Can_Dynamically_Add_Text,MagicNumber
dioram@Elektronik,CollisionCloudTests<>PointFound,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_RegistrationReport_Deals_With_Missing_Aircraft_Criteria_Correctly,MagicNumber
vradarserver@vrs,GlobalCoordinateTests<>GlobalCoordinate_Constructor_Initialises_To_Known_State,MagicNumber
icosa-gallery@open-brush,FbxClusterTest<>TestBasics,MagicNumber
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Decodes_Surface_Movements_Correctly,MagicNumber
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeMipmapDimensions_D_CorrectResults,MagicNumber
icosa-gallery@open-brush,TestRingBuffer<>TestDefaults,MagicNumber
vradarserver@vrs,ReceiverLocationTests<>ReceiverLocation_Clone_Creates_Copy,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Calculates_Distances_From_Browser_To_Aircraft_Correctly,MagicNumber
alvinquach@jpl-trek-vr,ScrollTransformerTests<>MapInputOutput_OneToOneB_CorrectResults,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActiveCollisionRegisteredConsumerContainerExtendedMock<>RegisterAndPublishWithIgnored,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>AddFirstSegmentCommandRedo,MagicNumber
vradarserver@vrs,NotPlugin<>PluginManager_LoadPlugins_Does_Nothing_If_Plugin_Folder_Does_Not_Exist,MagicNumber
ExtendRealityLtd@Zinnia.Unity,Vector2ToAngleTest<>TransformToSignedDegrees,MagicNumber
dioram@Elektronik,ParsingTests<>PointCloud2,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ScrollRectScale<>SmallScaleDoesNotCauseInvalidContentPosition,MagicNumber
dioram@Elektronik-Tools-2.0,CollisionCloudTests<>PointFoundInSecondBlock,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Updates_Statistics_When_Compressed_Message_Received,MagicNumber
XRTK@com.xrtk.core,TestFixture_03_ExtensionsTests<>Test_01_Array_AddItem_Extension,MagicNumber
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Decodes_Vector_Velocities_Correctly,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatToNormalizedFloatTest<>TransformInactiveGameObject,MagicNumber
addyi@SoftwareCity,ComponentLayoutTest<>FindOutDisplacementFactorDepth,MagicNumber
tterpi@VRSketchingGeometry,LineSketchObjectCommandsTest<>AddMultipleControlPointsAndDeleteOneWithCommand,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestResetAcousticModel,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ObjectDistanceComparatorMock<>ProcessInactiveGameObject,MagicNumber
augcog@ISAACS_Interface,line<>FixturesLoaded,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Saves_Results_Of_Missing_Lookup,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Can_Convert_Basic_Authentication_User_To_Existing_User,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestDeleteAudio,MagicNumber
addyi@SoftwareCity,ComponentLayoutTest<>FindOutDisplacementFactorWidthTest,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Saves_To_Higher_Priority_Caches_Before_Lower,MagicNumber
ExtendRealityLtd@Zinnia.Unity,TimeSpanToFloatTest<>TransformHours,MagicNumber
