Project Name,Test Function,Smell Type
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_RecordManyMissingAircraft_Updates_Existing_Empty_Records,UnknownTest
virtuallynaked@virtually-naked,TwistTest<>TestAsQuaternion,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlights_Can_Filter_Flights_By_Range_Criteria,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_RecordMissingAircraft_Updates_Existing_Empty_Records_With_Wrong_UserString1,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_SimpleParentClass,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Produces_Correct_Object_For_IntClass,UnknownTest
UMI3D@UMI3D-SDK,CollaborationSkeletonsManager_Test<>SetBoneFPSTarget_SameFPSTarget,UnknownTest
icosa-gallery@open-brush,TestTrTransform<>TestInvMul,UnknownTest
mattrdowney@planetaria,CoordinateSystemsTestScripts<>CoordinateSystemsTestScriptsWithEnumeratorPasses,UnknownTest
vradarserver@vrs,FileSystemServerTests<>FileSystemServer_Files_With_No_Extension_Are_Sent_As_Byte_Stream,UnknownTest
vradarserver@vrs,ExtractedBytesTests<>ExtractedBytes_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
icosa-gallery@open-brush,TestColorPicker<>TestColorPickerRoundTripFromColor,UnknownTest
vradarserver@vrs,FilterStringTests<>FilterString_Equals_Returns_True_When_All_Properties_Match,UnknownTest
BIVROST@360PlayerWindows,YoutubeTest<>CanParseMovieForUSOnly,UnknownTest
FarahKamleh@Group4.Project3,UniVRMSerializeTests<>SecondaryAnimationGroupTestErrorColliderGroups,UnknownTest
vradarserver@vrs,ReportsControllerTests<>ReportRows_IcaoReport_Passes_Single_Aircraft_To_Get_Count_Of_Rows,UnknownTest
RhubarbVR@RhubarbVR_Old,DataNodeGroupTests<>SetByteArrayTest,UnknownTest
vradarserver@vrs,WebRequestResultTests<>WebRequestResult_Default_Constructor_Initialises_To_Known_Values_And_Properties_Work,UnknownTest
vimeo@vimeo-unity-sdk,RegexTests<>Load_Video_Fails_If_Bad_Vimeo_Url,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_InsertSession_Copes_If_There_Are_No_Locations,UnknownTest
dioram@Elektronik,ContainerTreeTests<>Renderer,UnknownTest
SMBenedict173@General-Anesthesia-Simulator,ScrollRectTests<>CalculateOffsetShouldClamp,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheSubFolders_No_Change_Does_Not_Trigger_Background_File_Load,UnknownTest
icosa-gallery@open-brush,FbxNodeTest<>TestSetPivotState,UnknownTest
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Fallback_To_Default_Can_Be_Suppressed,UnknownTest
virtuallynaked@virtually-naked,SwingConstraintTest<>TestOffClamp_OffAxis,UnknownTest
vradarserver@vrs,FilterStringTests<>FilterString_Equals_Returns_True_When_Any_Properties_Do_Not_Match,UnknownTest
dioram@Elektronik,ObservationsTests<>UpdateColors,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlights_Some_Criteria_Is_Case_Insensitive,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetFlightById_Returns_Null_If_Flight_Does_Not_Exist,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_DeleteAircraft_Does_Nothing_If_File_Not_Configured,UnknownTest
vradarserver@vrs,PolarPlotterTests<>PolarPlotter_AddCheckedCoordinate_Does_Not_Check_Positions_For_Sanity,UnknownTest
FarahKamleh@Group4.Project3,Dummy<>AssetsTestError,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Does_Nothing_If_FileName_Is_Empty,UnknownTest
vradarserver@vrs,BundlerHtmlManipulatorTests<>BundlerHtmlManipulator_Stops_If_End_Tag_Has_No_Start_Tag,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Force_Resend_Of_Trails_V2_GET,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_TextWriter_Produces_Expected_Text_For_DoubleClass,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Single_Known_Aircraft_V2_GET,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetFlightsForAircraft_Can_Filter_Flights_By_Range_Criteria,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_TextWriter_Produces_Expected_Text_For_ValueTypes,UnknownTest
vradarserver@vrs,SplashPresenterTests<>SplashPresenter_StartApplication_Does_Not_Report_Invalid_CoarseListenerTimeout,UnknownTest
FarahKamleh@Group4.Project3,UniVRMSerializeTests<>HumanoidBoneTestError,UnknownTest
FarahKamleh@Group4.Project3,MatrixTests<>ExtractMirror_MinusX,UnknownTest
vradarserver@vrs,UniversalPlugAndPlayManagerTests<>UniversalPlugAndPlayManager_Dispose_Does_Not_Remove_The_Port_Mapping_If_Not_Established,UnknownTest
vrm-c@UniVRM,MatrixTests<>ExtractMirror_MinusY,UnknownTest
vradarserver@vrs,BaseStationSettingsTests<>BaseStationSettings_Constructor_Initialises_To_Known_State_Under_Mono,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheSubFolders_Change_Does_Not_Trigger_Background_File_Load_If_Folder_Not_Set,UnknownTest
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Passes_DatabaseAircraft_To_Cache,UnknownTest
icosa-gallery@open-brush,FbxNodeTest<>TestEvaluateGlobalTransform,UnknownTest
vradarserver@vrs,AccessConfigurationTests<>AccessConfiguration_IsPathAccessible_IPAddressVersion_Rejects_Or_Allows_Requests,UnknownTest
virtuallynaked@virtually-naked,MassMomentTest<>TestCenterOfMass,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateAircraft_Works_For_Different_Cultures,UnknownTest
virtuallynaked@virtually-naked,TwistSwingConstraintTest<>TestClampSwingWithTwist,UnknownTest
vradarserver@vrs,CoarseTisbAirbornePositionTests<>CoarseTisbAirbornePosition_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertManyAircraft_Raises_AircraftUpdated_On_Update_Lookup,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Ignores_Feed_For_FSX_V2_GET,UnknownTest
Unity-Technologies@InputSystem,TestDeviceWithMultiBitControl<>State_StateChangeMonitor_CanBeRemovedFromMonitorCallback,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_String,UnknownTest
dioram@Elektronik-Tools-2.0,TrackedObjsTests<>UpdateColors,UnknownTest
dioram@Elektronik,ObservationsTests<>UpdateOrientations,UnknownTest
UMI3D@UMI3D-SDK,PoseManager_Test<>PlayPoseClip_WithAnchoring,UnknownTest
vradarserver@vrs,ListenerTests<>Listener_Dispose_Disposes_Of_RawMessageTranslator,UnknownTest
virtuallynaked@virtually-naked,BasicSpecularMaterialTest<>TestConstantsStructMatchesShader,UnknownTest
vradarserver@vrs,ReportsControllerTests<>ReportRows_IcaoReport_Returns_Details_Of_Exceptions_Raised_During_Report_Generation,UnknownTest
FarahKamleh@Group4.Project3,JsonParserTest<>Utf8Test,UnknownTest
vradarserver@vrs,AutoConfigWebServerTests<>AutoConfigWebServer_Dispose_Copes_When_Uninitialised,UnknownTest
hotbreakb@Capstone_Design,FrameValidator<>DirectionMatchesJoints,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_Stream_Produces_Correct_Object_For_IntClass,UnknownTest
dioram@Elektronik,DataRecorderSubscription<>SubscribeTrackedCloudContainer,UnknownTest
dioram@Elektronik,PointsTests<>UpdateConnections,UnknownTest
vradarserver@vrs,ChecksumFileEntryTests<>ChecksumFileEntry_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxATop_CorrectResults,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_FSX_AircraftList_V2_POST,UnknownTest
vradarserver@vrs,ConnectionLoggerTests<>ConnectionLogger_Start_Ignores_Empty_IPAddresses,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_IntPtrClass,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Produces_Correct_Object_For_ListOfClassesClass,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Trail_Format_V2_GET,UnknownTest
augcog@ISAACS_Interface,SQLiteCacheTest<>ConcurrentTilesetInsert,UnknownTest
vradarserver@vrs,BasicAuthenticationFilterTests<>BasicAuthenticationFilter_Ignores_Authorization_Headers_That_Are_Not_Basic,UnknownTest
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,PluginTests<>Plugin_Startup_Registers_Online_Cache,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlightsForAircraft_Ignores_Case_On_Sort_Column_Names,UnknownTest
vradarserver@vrs,RoundTests<>Round_TrackAltitude_Does_Not_Crash_If_Passed_Excessive_Value,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetAircraftById_Returns_Aircraft_Object_For_Record_Identifier,UnknownTest
vradarserver@vrs,StatisticsPresenterTests<>StatisticsPresenter_ResetCountersClicked_Resets_Counters_Correctly,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_Stream_Produces_Correct_Object_For_DoubleClass,UnknownTest
UMI3D@UMI3D-SDK,SubskeletonDescriptionInterpolationPlayer_Test<>Play_WithParameters,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_char,UnknownTest
dioram@Elektronik-Tools-2.0,ShapedTests<>Cube,UnknownTest
icosa-gallery@open-brush,FbxDocumentInfoTest<>TestCrashOnGetDocumentInfo,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetDatabaseVersion_Retrieves_Last_Record_In_DBInfo_Table,UnknownTest
FarahKamleh@Group4.Project3,Dummy<>TextureInfoTestError,UnknownTest
tana@Mondeto,MathTests<>VectorRotationTest,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetSystemEvents_Retrieves_All_Records_In_SystemEvents_Table,UnknownTest
icosa-gallery@open-brush,FbxDouble4Test<>TestEquality,UnknownTest
vradarserver@vrs,RoundTests<>Round_GroundSpeed_Does_Not_Crash_If_Passed_Excessive_Value,UnknownTest
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>WaitForCorpus,UnknownTest
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_Connect_Copes_If_SimConnect_Throws_A_COM_Exception,UnknownTest
icosa-gallery@open-brush,TestStatelessRng<>TestUniformity_OnUnitCircle,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxFTop_CorrectResults,UnknownTest
vradarserver@vrs,PictureDetailTests<>PictureDetail_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestEllipsoidInOctant_Anton,UnknownTest
watson-developer-cloud@unity-sdk,LanguageTranslatorServiceUnitTests<>TestCoverage,UnknownTest
virtuallynaked@virtually-naked,QuaternionExtensionsTest<>TestFromRotationVector,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_IntClass,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_Stream_Produces_Correct_Object_For_ListsOfValueTypes,UnknownTest
FarahKamleh@Group4.Project3,UniVRMSerializeTests<>BlendShapeGroupTestError,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_Stream_Produces_Correct_Object_For_ListOfClassesClass_With_Null_Element,UnknownTest
SMBenedict173@General-Anesthesia-Simulator,UISystemProfilerAddMarkerWithNullObjectDoesNotCrash<>AddMarkerShouldNotCrashWithNullObject,UnknownTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,FrameValidator<>DirectionMatchesJoints,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_TextWriter_Produces_Expected_Text_For_StringClass,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetDatabaseVersion_Retrieves_Record_In_DBInfo_Table,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetManyAircraftByCode_Returns_Empty_Collection_If_Aircraft_Does_Not_Exist,UnknownTest
vradarserver@vrs,ReportsControllerTests<>ReportRows_RegistrationReport_Passes_Same_Criteria_To_CountRows_And_FetchRows,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetFlightsForAircraft_Ignores_Case_On_Sort_Column_Names,UnknownTest
vradarserver@vrs,CorsHandlerTests<>Corshandler_Preflight_Picks_Up_Configuration_Changes,UnknownTest
vradarserver@vrs,SplashPresenterTests<>SplashPresenter_StartApplication_Truncates_The_Log,UnknownTest
icosa-gallery@open-brush,FbxDouble4x4Test<>TestEquality,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxELeft_CorrectResults,UnknownTest
hotbreakb@Capstone_Design,TransformUtilTests<>TransformRotationTest,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_InsertAircraft_Correctly_Inserts_Record,UnknownTest
dioram@Elektronik-Tools-2.0,PointsTests<>Clear,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlightsForAircraft_Returns_Empty_List_If_Aircraft_Is_Null,UnknownTest
gatosyocora@VRCPhotoAlbum,MainViewModelTest<>IsNotNull,UnknownTest
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_AircraftListJson_Sends_First_Time_Data_When_Connector_Has_No_Connections,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSession_Inserts_Record_Correctly,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestEllipsoidTangent_Eberly,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Feed_V2_GET,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateAircraft_Raises_AircraftUpdated,UnknownTest
dioram@Elektronik,InfinitePlanesTests<>Remove,UnknownTest
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestFederatedQueryNotices,UnknownTest
vradarserver@vrs,OwinExceptionLogger_Tests<>LogException_No_Url_Ignores_Null_Exception,UnknownTest
virtuallynaked@virtually-naked,SwingTest<>TestTo,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertFlight_Correctly_Inserts_Record,UnknownTest
vradarserver@vrs,StatisticsTests<>Statistics_ResetMessageCounters_Does_Not_Crash_If_Called_Before_Initialise,UnknownTest
vradarserver@vrs,AircraftOnlineLookupTests<>AircraftOnlineLookup_Lookup_Provider_Exception_Does_Not_Stop_Removal_Of_ICAO_From_Queue,UnknownTest
PastaTime@DataRepVR,InteractionCShapeTests<>CreateDestroyInstance,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_Heartbeat_Does_Not_Trigger_Refresh_If_Timeout_Has_Not_Elapsed,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_TextWriter_Produces_Expected_Text_For_SimpleParentClass_Null_Child,UnknownTest
willychang21@MapboxARGame,TileJSONTest<>MapboxStreets,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_BeginRefresh_Loads_Files_If_Folder_Exists,UnknownTest
tterpi@VRSketchingGeometry,LinePerformanceTest<>SplineMesh_AddControlPoint_Performance,UnknownTest
FarahKamleh@Group4.Project3,JsonFormatterTests<>IndentTest,UnknownTest
vradarserver@vrs,BasicAuthenticationFilterTests<>BasicAuthenticationFilter_Accepts_Any_Case_For_Basic_Scheme,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_RecordMissingAircraft_Only_Updates_Time_On_Existing_Records_With_Values,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertManyFlights_Updates_Existing_Flights,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestMengerCurvatureNonDegenerate,UnknownTest
vradarserver@vrs,FilterStringTests<>FilterString_GetHashCode_Returns_Correct_Value,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpdateLocation_Correctly_Updates_Record,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_byte,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxBBottom_CorrectResults,UnknownTest
vradarserver@vrs,AirborneVelocityMessageTests<>AirborneVelocityMessage_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
icosa-gallery@open-brush,TestPlaneExtensions<>TestToTrTransform,UnknownTest
virtuallynaked@virtually-naked,ChannelEvaluatorTest<>TestSpline,UnknownTest
willychang21@MapboxARGame,SQLiteCacheTest<>ConcurrentTilesetInsert,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetAircraftByRegistration_Returns_Null_If_Passed_Null,UnknownTest
FarahKamleh@Group4.Project3,Dummy<>NodeMeshTest,UnknownTest
PastaTime@DataRepVR,InteractionCShapeTests<>GetDebugStrings,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetOrInsertAircraftByCode_Truncates_Milliseconds_From_Date,UnknownTest
virtuallynaked@virtually-naked,SwingTest<>TestTransform,UnknownTest
FarahKamleh@Group4.Project3,UniVRMSerializeTests<>ExtensionsTest,UnknownTest
vradarserver@vrs,JsonExample<>Responder_SendImage_Does_Not_Compress_Response,UnknownTest
vradarserver@vrs,FeedJsonTests<>FeedJson_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,MainPresenterTests<>MainPresenter_VersionChecker_Not_Invoked_If_Automatic_Updating_Is_Prohibited,UnknownTest
icosa-gallery@open-brush,TestExport<>TestGltfDispose,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatatbase_GetManyAircraftAndFlightsCountByCode_Returns_Empty_Collection_If_Passed_Null,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxACenter_CorrectResults,UnknownTest
hotbreakb@Capstone_Design,ListAndArrayExtensionTests<>RemoveAtMany_Last,UnknownTest
vradarserver@vrs,AirportTests<>Airport_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_BeginRefresh_Checks_That_Folder_Exists,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetCountOfFlightsForAircraft_Counts_Range_Criteria,UnknownTest
gatosyocora@VRCPhotoAlbum,SearchResultUserNameTest<>CanSetCorrectSearchTextWhenSearchWithUserName,UnknownTest
hotbreakb@Capstone_Design,ListAndArrayExtensionTests<>RemoveAtMany_First,UnknownTest
vradarserver@vrs,ListenerTests<>Listener_Connect_Increments_TotalBadMessages_When_Bad_Compressed_Message_Received,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Many_Known_Aircraft_V2_GET,UnknownTest
vradarserver@vrs,WebSiteExtenderTests<>WebSiteExtender_Enabled_False_Does_Not_Remove_HtmlContentInjectors_If_InjectContent_Missing,UnknownTest
Unity-Technologies@InputSystem,CorePerformanceTests<>Performance_AutoSwitchingOfControlSchemesInPlayerInput_UnrelatedDeviceIsFeedingInput,UnknownTest
vimeo@vimeo-unity-sdk,VimeoRecorderPlayTest<>Uploads_Video_And_Adds_Video_To_Project,UnknownTest
Unity-Technologies@InputSystem,CorePerformanceTests<>Performance_Update10Gamepads,UnknownTest
vradarserver@vrs,BaseStationTranslatorExceptionTests<>BaseStationTranslatorException_Conforms_To_Exception_Spec,UnknownTest
vradarserver@vrs,PluginManifestStorageTests<>PluginManifestStorage_LoadForPlugin_Checks_That_Correct_File_Exists,UnknownTest
vradarserver@vrs,FlightRouteSettingsTests<>FlightRouteSettings_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
GameLabGraz@Maroon,VrSceneValidationTests<>SceneHasGlobalEntities,UnknownTest
icosa-gallery@open-brush,TestVrAssetService<>TestTransformByForBasisChange,UnknownTest
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>WaitForAcousticModel,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetSystemEvents_Retrieves_All_Records_In_SystemEvents_Table,UnknownTest
vradarserver@vrs,AutoConfigWebServerTests<>AutoConfigWebServer_Heartbeat_First_Invocation_Triggers_Fetch_Of_External_IP_Address,UnknownTest
vradarserver@vrs,BasicAuthenticationFilterTests<>BasicAuthenticationFilter_Retests_Password_If_Bad,UnknownTest
virtuallynaked@virtually-naked,RotationOrderTest<>TestZXY,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetCountOfFlights_Returns_Count_Of_Flights_Matching_Criteria,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestTwoPointTransformationAxisResize_Simple,UnknownTest
vradarserver@vrs,BaseStationAircraftTests<>BaseStationAircraft_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,ReportAircraftJsonTests<>ReportAircraftJson_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
39M@M,FrameValidator<>DirectionMatchesJoints,UnknownTest
vradarserver@vrs,ConnectionProperty<>Initialise_Does_Not_Connect_Listener,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetManyAircraftAndFlightsCountByCode_Transparently_Handles_Call_Splitting_When_Number_Of_Icaos_Exceeds_MaxParameters,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxC_CorrectResults,UnknownTest
gatosyocora@VRCPhotoAlbum,DBCacheServiceTest<>MeasureTimeOfFinishedLoadingFromDB,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_Folder_Set_To_Self_Does_Not_Search_For_Files_Again,UnknownTest
tterpi@VRSketchingGeometry,RibbonPerformanceTest<>SketchObject_AddControlPoint_Performance,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Trail_Format_Is_Case_Insensitive_V2_POST,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_Constructor_Initialises_To_Known_Values_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_DeleteAircraft_Correctly_Deletes_Record,UnknownTest
vradarserver@vrs,AutoConfigWebServerTests<>AutoConfigWebServer_Heartbeat_Logs_Exceptions_Raised_During_Background_Fetch_Of_External_IP_Address,UnknownTest
vradarserver@vrs,ListenerTests<>Listener_Connect_Does_Not_Pass_ModeS_Messages_To_ModeS_Translator_If_Length_Is_Anything_Other_Than_7_Or_14,UnknownTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ListAndArrayExtensionTests<>RemoveAtMany_First,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSession_Copes_If_There_Are_No_Locations,UnknownTest
virtuallynaked@virtually-naked,UberMaterialTest<>TestConstantsStructMatchesShader,UnknownTest
FarahKamleh@Group4.Project3,TreeTests<>TreeTest,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_InsertSystemEvents_Works_For_Different_Cultures,UnknownTest
dioram@Elektronik,ConnectionsTests<>CreatePoints,UnknownTest
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_IsSlewing_Set_Does_Not_Send_Commands_If_Already_Slewing,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteReadTest,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_SelectedAircraft_V2_POST,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlightsForAircraft_Does_Not_Create_New_Aircraft_Objects,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestEllipsoidInOctant_Eberly,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_ListOfStrings,UnknownTest
virtuallynaked@virtually-naked,RotationOrderTest<>TestXYZ,UnknownTest
tana@Mondeto,MathTests<>QuatConjTest,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxATopLeft_CorrectResults,UnknownTest
PastaTime@DataRepVR,InteractionCShapeTests<>EnableDebugFlags,UnknownTest
Unity-Technologies@InputSystem,ScopedExclusionPropertyAttribute<>API_DocumentationManualDoesNotHaveMissingOrUnusedImages,UnknownTest
vradarserver@vrs,BundlerHtmlManipulatorTests<>BundlerHtmlManipulator_Stops_If_The_End_Tag_Is_Malformed,UnknownTest
vradarserver@vrs,UniversalPlugAndPlayManagerTests<>UniversalPlugAndPlayManager_Initialise_Creates_The_UPnP_COM_Object,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetFlights_String_Properties_Can_Match_Null_Or_Empty_Fields,UnknownTest
vradarserver@vrs,HtmlManipulatorTests<>HtmlManipulator_RemoveHtmlContentInjector_Does_Not_Care_If_Injector_Was_Never_Injected,UnknownTest
FarahKamleh@Group4.Project3,UniVRMSerializeTests<>BlendShapeBindTestError,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlightsForAircraft_Can_Return_Subset_Of_Rows,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetAircraftByCode_Returns_Null_If_Aircraft_Does_Not_Exist,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector3AsZDistance,UnknownTest
UMI3D@UMI3D-SDK,TestClass<>WriteReadCountableList,UnknownTest
